epoch, loss
0,0.10602845996618271
10,0.42902544140815735
20,0.07095872610807419
30,0.06992410123348236
40,0.10183825343847275
50,0.25193193554878235
60,0.19365344941616058
70,0.03701692447066307
80,0.0723864957690239
90,0.1305871307849884
100,0.011461667716503143
110,0.012277095578610897
120,0.0464506521821022
130,0.017371568828821182
140,0.1890835165977478
150,0.02468513697385788
160,0.08099153637886047
170,0.20397794246673584
180,0.05600680038332939
190,0.06656782329082489
200,0.052128225564956665
210,0.0441989041864872
220,0.08544837683439255
230,0.06543657183647156
240,0.21349743008613586
250,0.009557383134961128
260,0.07099102437496185
270,0.08674737811088562
280,0.007047729566693306
290,0.01998923532664776
300,0.037939269095659256
310,0.0010494672460481524
320,0.0028093887958675623
330,0.00725916400551796
340,0.00041308888467028737
350,1.0680625564418733e-05
360,0.00019367871573194861
370,0.0022656209766864777
380,0.0007313165697269142
390,0.0015702389646321535
400,0.001293264445848763
410,2.9236676709842868e-05
420,0.00022849995002616197
430,5.1316939789103344e-05
440,0.00015848236216697842
450,0.00010776729322969913
460,3.106801159447059e-05
470,2.5228160666301847e-05
480,2.6147094104089774e-05
490,3.4367207263130695e-05
500,2.5181478235936083e-07
510,6.3938578023226e-06
520,6.305202759904205e-07
530,5.597139988822164e-06
540,2.270462573505938e-06
550,6.107986791903386e-07
560,1.2875295851699775e-06
570,1.221653747052187e-07
580,1.6738431440899149e-07
590,1.3202316040406004e-07
600,9.462382877245545e-09
610,9.710271342555643e-08
620,2.7734031959880667e-08
630,2.9019147973485815e-08
640,3.6835956507275114e-08
650,2.9672619916709664e-08
660,1.073148325758666e-08
670,1.3096723705530167e-08
680,2.073704763461137e-09
690,8.530065542800003e-10
700,1.0825260687852278e-09
710,2.5137580905720824e-10
720,8.185452315956354e-12
730,1.8145840385841439e-10
740,1.7195134205394424e-12
750,3.991829089500243e-11
760,9.78985781330266e-11
770,6.963318810448982e-11
780,3.637978807091713e-12
790,8.185452315956354e-12
800,2.4016344468691386e-12
810,1.035971308738226e-11
820,1.2789769243681803e-11
830,5.6843418860808015e-12
840,4.298783551348606e-11
850,1.3656631381309126e-11
860,3.842615114990622e-11
870,5.6843418860808015e-12
880,3.007016857736744e-11
890,2.1614710021822248e-11
900,3.552713678800501e-11
910,2.0520474208751693e-11
920,5.46265255252365e-11
930,1.4551915228366852e-11
940,4.604316927725449e-12
950,2.5067947717616335e-11
960,2.6275870368408505e-11
970,4.4565240386873484e-11
980,4.143885234952904e-11
990,5.640288236463675e-11
1000,2.2737367544323206e-11
