epoch, loss
0,0.3252566158771515
10,0.43437549471855164
20,0.14536190032958984
30,0.32266783714294434
40,0.22749294340610504
50,0.20739951729774475
60,0.16661295294761658
70,0.02211032435297966
80,0.024921579286456108
90,0.03544647991657257
100,0.10206088423728943
110,0.033009689301252365
120,0.2401537448167801
130,0.18663005530834198
140,0.06357039511203766
150,0.057478561997413635
160,0.0017658676952123642
170,0.00696483114734292
180,0.1585429459810257
190,0.0014643234899267554
200,0.05664066970348358
210,0.4158611297607422
220,0.03930313140153885
230,0.014390361495316029
240,0.04945320263504982
250,0.048556286841630936
260,0.03149757906794548
270,0.007872691377997398
280,0.013687573373317719
290,0.006043963599950075
300,0.016636095941066742
310,0.021157747134566307
320,0.0013428687816485763
330,0.015087905339896679
340,0.005876331590116024
350,0.004949213471263647
360,0.0004646157321985811
370,0.0019722790457308292
380,0.0002274038561154157
390,0.0032867782283574343
400,0.0007264953455887735
410,0.0001785985368769616
420,0.000574555539060384
430,0.0001363487826893106
440,8.466590224998072e-05
450,7.361587631748989e-05
460,0.0001830226246966049
470,6.825536547694355e-05
480,1.6616239008726552e-05
490,2.0095012587262318e-05
500,1.9509811863827053e-06
510,1.1849342627101578e-05
520,3.646168806881178e-06
530,5.022150162403705e-06
540,8.781643145994167e-07
550,3.8455715412055724e-07
560,1.2322707334533334e-06
570,1.7798414830849651e-07
580,1.922777300933376e-06
590,1.6561731399633572e-06
600,3.0952503493608674e-07
610,4.0467629247586956e-08
620,1.6270007563434774e-10
630,2.4053306901805627e-08
640,9.053132998815272e-08
650,4.9467985263618175e-09
660,2.885691685605707e-08
670,3.882986732151039e-08
680,1.0682143170015479e-08
690,1.1105157682322897e-08
700,3.894516709124218e-09
710,2.916195285251888e-09
720,1.6767707222697936e-09
730,8.86899442775757e-11
740,3.007016857736744e-11
750,1.9122126104775816e-10
760,4.376978779419005e-10
770,1.4784973245696165e-10
780,2.845332858214533e-10
790,9.323741778644035e-11
800,1.4210854715202004e-12
810,5.130118552187923e-12
820,9.606537787476555e-12
830,1.8417267710901797e-11
840,5.684341886080802e-14
850,1.035971308738226e-11
860,2.9878322038712213e-12
870,5.684341886080802e-14
880,1.7195134205394424e-12
890,5.684341886080802e-14
900,5.684341886080802e-14
910,2.2737367544323206e-13
920,3.552713678800501e-13
930,5.684341886080802e-14
940,2.2737367544323206e-13
950,5.684341886080802e-14
960,1.2789769243681803e-13
970,5.684341886080802e-14
980,5.684341886080802e-14
990,5.684341886080802e-14
1000,5.684341886080802e-14
