epoch, loss
0,0.014973251149058342
10,0.1839556246995926
20,0.1163530945777893
30,0.027268769219517708
40,0.065886951982975
50,0.30334120988845825
60,0.02966691181063652
70,0.1326814889907837
80,0.12390882521867752
90,0.23211725056171417
100,0.02274133823812008
110,0.06368884444236755
120,0.1562870442867279
130,0.07410837709903717
140,0.04265517368912697
150,0.14800454676151276
160,0.053042735904455185
170,0.09921835362911224
180,0.16277195513248444
190,0.09076940268278122
200,0.1421685367822647
210,0.11218693107366562
220,0.020199213176965714
230,0.09971105307340622
240,0.017955122515559196
250,0.008081273175776005
260,0.027993114665150642
270,0.0810694545507431
280,0.004387826193124056
290,0.07223819941282272
300,0.023107247427105904
310,0.04414478689432144
320,0.04429600015282631
330,0.039239514619112015
340,0.06812232732772827
350,0.06326136738061905
360,0.011420469731092453
370,0.010216431692242622
380,0.002871779492124915
390,0.006799384020268917
400,0.0033128890208899975
410,0.0003056885034311563
420,0.005113051738590002
430,0.00478107575327158
440,0.0011382336961105466
450,0.00032839886262081563
460,0.00028625514823943377
470,1.1289021131233312e-05
480,0.0004819597816094756
490,0.0002496587985660881
500,3.115711297141388e-05
510,1.1897814147232566e-05
520,2.2153404643177055e-05
530,4.936239929520525e-05
540,4.727434497908689e-05
550,9.263814717996866e-06
560,2.4060702799033606e-06
570,2.7650714855553815e-06
580,1.5838032823012327e-06
590,1.01925877515896e-06
600,3.001034428962157e-06
610,3.62888954441587e-08
620,4.600920533448516e-07
630,1.3948933030860644e-07
640,3.9965598830349336e-08
650,4.386960483770963e-08
660,1.1115209872514242e-06
670,4.336382062319899e-07
680,8.645884008728899e-11
690,1.575827468514035e-07
700,9.227301802638976e-07
710,4.1900563019225956e-07
720,1.1587658264033962e-06
730,1.2875176480520167e-09
740,7.119365932339861e-07
750,7.754715625196695e-08
760,3.881137331518403e-07
770,1.4779175216972362e-06
780,6.041091182851233e-09
790,9.884445262287045e-09
800,6.467149091804458e-07
810,1.080570655176416e-08
820,2.084740117425099e-06
830,1.1093612783952267e-07
840,2.344768859074975e-07
850,9.665745892561972e-08
860,3.064817519771168e-07
870,9.14047859623679e-07
880,1.767362846294418e-06
890,6.609809588553617e-09
900,2.4238545393018285e-06
910,3.842615114990622e-09
920,2.8076547096134163e-06
930,9.540146095332602e-08
940,1.3080357348371763e-06
950,9.090400112654606e-07
960,1.6989411051326897e-06
970,5.930417046329239e-09
980,2.124168531736359e-06
990,1.596731635800097e-08
1000,5.205998832025216e-08
