epoch, loss
0,0.2484731823205948
10,0.31221187114715576
20,0.1781163364648819
30,0.24824082851409912
40,0.11832290887832642
50,0.053228024393320084
60,0.05800170451402664
70,0.3154677748680115
80,0.18853133916854858
90,0.09778664261102676
100,0.12730978429317474
110,0.1058616116642952
120,0.057873670011758804
130,0.39923518896102905
140,0.2808613181114197
150,0.0023746376391500235
160,0.08621406555175781
170,0.3243357837200165
180,0.06610696017742157
190,0.18584907054901123
200,0.053474102169275284
210,0.05569152906537056
220,0.11670248955488205
230,0.04893267899751663
240,0.23390702903270721
250,0.12988877296447754
260,0.018442142754793167
270,0.11749951541423798
280,0.08321434259414673
290,0.023341473191976547
300,0.010200219228863716
310,0.0018274402245879173
320,0.025887543335556984
330,0.006410797592252493
340,0.0011424645781517029
350,0.015849241986870766
360,0.001409302232787013
370,0.0049374960362911224
380,0.001190677983686328
390,0.0003395724343135953
400,0.0014785539824515581
410,0.0006858808337710798
420,0.0006714712362736464
430,0.00011685647768899798
440,0.00017713588022161275
450,0.0002457769005559385
460,4.3910327804042026e-05
470,1.4124903827905655e-05
480,1.7648280845605768e-06
490,2.3536590560979676e-06
500,3.637483678176068e-05
510,4.859984983340837e-07
520,3.7414774851640686e-06
530,1.2075179256498814e-06
540,3.822151484200731e-08
550,1.418102783645736e-06
560,1.4482143342320342e-06
570,2.41273170331624e-08
580,1.1522306522238068e-06
590,6.997369439432077e-08
600,1.853512117122591e-07
610,1.3219647598816664e-09
620,1.767791815154851e-07
630,3.480558063984063e-08
640,1.7826096154749393e-10
650,3.2509550607073834e-08
660,4.143885234952904e-09
670,6.417394615709782e-09
680,1.0130776217920356e-09
690,2.6459510138465703e-09
700,1.392223225593625e-09
710,5.604533726000227e-09
720,7.847944516470307e-10
730,1.3046843605479808e-09
740,1.68839164871315e-10
750,2.0123991362197557e-10
760,1.3656631381309126e-11
770,3.696243311424041e-11
780,2.4016344468691386e-12
790,7.781864042044617e-11
800,2.5067947717616335e-11
810,1.4551915228366852e-11
820,1.1951328815484885e-11
830,6.87805368215777e-12
840,5.6843418860808015e-12
850,6.266986929404084e-12
860,4.352074256530614e-12
870,1.4210854715202004e-14
880,5.115907697472721e-13
890,1.7195134205394424e-12
900,2.2737367544323206e-13
910,1.4210854715202004e-14
920,4.298783551348606e-13
930,5.684341886080802e-14
940,1.7408297026122455e-13
950,1.4210854715202004e-14
960,5.684341886080802e-14
970,1.4210854715202004e-14
980,5.684341886080802e-14
990,3.552713678800501e-13
1000,1.2789769243681803e-13
