epoch, loss
0,0.010243535973131657
10,0.067687027156353
20,0.23575398325920105
30,0.1025170236825943
40,0.16905851662158966
50,0.16232089698314667
60,0.16690605878829956
70,0.0037907094229012728
80,0.08292572945356369
90,0.1797366440296173
100,0.2048289030790329
110,0.10115547478199005
120,0.020313601940870285
130,0.14624086022377014
140,0.0613524429500103
150,0.13634371757507324
160,0.03715880215167999
170,0.04196763411164284
180,0.037298329174518585
190,0.037764325737953186
200,0.07513019442558289
210,0.09366485476493835
220,0.023825334385037422
230,0.03824601322412491
240,0.1222803145647049
250,0.019597960636019707
260,0.13218113780021667
270,0.008645573630928993
280,0.0013297779951244593
290,0.003922509029507637
300,0.03726062551140785
310,0.021708566695451736
320,0.002438226016238332
330,0.0005957671091891825
340,0.00038764122291468084
350,0.007893775589764118
360,0.004860433749854565
370,0.00015700311632826924
380,2.139485332008917e-06
390,1.5069390428834595e-05
400,0.00025392245152033865
410,0.00012506534403655678
420,8.63258755998686e-05
430,0.00022436701692640781
440,3.043209289899096e-05
450,2.8722011848003604e-05
460,3.2260700209008064e-06
470,4.401940532261506e-05
480,2.2440483007812873e-05
490,9.420220158062875e-05
500,3.119438770227134e-05
510,1.9463073840597644e-05
520,3.705816197907552e-05
530,0.00020815743482671678
540,6.242129893507808e-05
550,2.5330051357741468e-05
560,2.030503765126923e-09
570,3.976779794356844e-07
580,7.21058459021151e-05
590,3.724853741005063e-05
600,5.627045902656391e-05
610,0.00021104305051267147
620,0.00013118560309521854
630,0.00018545621423982084
640,0.00010847880184883252
650,3.190413553966209e-05
660,0.00016891972336452454
670,7.426302772728377e-08
680,0.00010707046021707356
690,0.00011072519555455074
700,0.00013620822574011981
710,0.0001001572236418724
720,3.463188113528304e-05
730,3.386726893950254e-05
740,7.444874086104392e-07
750,0.0001795173593563959
760,9.63501661317423e-05
770,0.00014831974112894386
780,0.00012360847904346883
790,0.0002222258335677907
800,1.297975813940866e-05
810,0.0001778600999386981
820,0.00011293886200292036
830,3.097107764915563e-05
840,0.00018442515283823013
850,0.00011617963173193857
860,0.00023145752493292093
870,1.2777834854205139e-05
880,8.289463039545808e-06
890,2.1033706616435666e-06
900,4.1999392124125734e-05
910,7.068360719131306e-05
920,9.36845681280829e-05
930,5.100911948829889e-05
940,0.00016089261043816805
950,0.0002390046720393002
960,0.00010904570808634162
970,8.921619155444205e-06
980,0.00024972285609692335
990,0.00020731895347125828
1000,0.00022987874399404973
