epoch, loss
0,0.09257295727729797
10,0.4387095868587494
20,0.059751126915216446
30,0.44336748123168945
40,0.09064675122499466
50,0.07562069594860077
60,0.14027094841003418
70,0.13450971245765686
80,0.13635991513729095
90,0.0931977853178978
100,0.13816961646080017
110,0.07501177489757538
120,0.1460658609867096
130,0.0817275270819664
140,0.11044841259717941
150,0.01374271884560585
160,0.14186766743659973
170,0.028414251282811165
180,0.14372338354587555
190,0.10812172293663025
200,0.041227638721466064
210,0.011394394561648369
220,0.05650550499558449
230,0.02118539623916149
240,0.041383374482393265
250,0.09339649230241776
260,0.10704310238361359
270,0.051830731332302094
280,0.005295663606375456
290,0.050743069499731064
300,0.06639674305915833
310,0.04243486002087593
320,0.009963893331587315
330,0.011017395183444023
340,0.012665387243032455
350,0.004815460182726383
360,0.005726436618715525
370,0.00146907614544034
380,0.0023344994988292456
390,0.0005601709708571434
400,5.394144864112604e-07
410,1.671697827987373e-05
420,0.00020292436238378286
430,4.812234328710474e-05
440,6.789930921513587e-05
450,8.331774006364867e-05
460,5.61882188776508e-07
470,9.318677621195093e-05
480,2.002940163947642e-06
490,1.615828659851104e-05
500,4.663555955630727e-05
510,1.543437974760309e-05
520,4.108966459170915e-05
530,2.7110238534078235e-06
540,1.2126703950343654e-05
550,9.712635073810816e-05
560,7.022333011263981e-05
570,4.6492390538332984e-05
580,1.4086399460211396e-05
590,2.234007843071595e-05
600,1.8448990886099637e-06
610,1.0620713510434143e-05
620,7.467942850780673e-06
630,4.4906497350893915e-05
640,3.334482698846841e-07
650,4.5204160414868966e-09
660,3.1605873118678574e-07
670,2.9557259040302597e-05
680,4.857658495893702e-05
690,4.7894372983137146e-05
700,5.7103366998489946e-05
710,2.624166154419072e-05
720,1.5965275451890193e-05
730,1.4428486792894546e-05
740,3.4248507290612906e-05
750,4.920339415548369e-05
760,3.297003422630951e-05
770,4.706311665358953e-05
780,2.9448479835991748e-05
790,0.00010275557724526152
800,0.00011010889284079894
810,1.2407273970893584e-05
820,4.307425115257502e-06
830,4.199166869511828e-05
840,5.2573894208762795e-05
850,3.3440358038205886e-06
860,3.644821117632091e-05
870,3.729365926119499e-05
880,4.970134614268318e-05
890,9.691030572867021e-05
900,5.810947550344281e-05
910,8.773602166911587e-05
920,8.31046054372564e-05
930,1.1811620424850844e-05
940,1.0104991815751418e-05
950,4.098885619896464e-05
960,5.51422854186967e-05
970,8.802381671557669e-06
980,4.742035525850952e-05
990,6.155594019219279e-05
1000,1.9793901628872845e-06
