epoch, loss
0,0.14626330137252808
10,0.2093571126461029
20,0.008884853683412075
30,0.3427295684814453
40,0.2793469727039337
50,0.1947334110736847
60,0.21694713830947876
70,0.14727634191513062
80,0.11763456463813782
90,0.01635841093957424
100,0.2736094295978546
110,0.0319640226662159
120,0.33009108901023865
130,0.03693907707929611
140,0.14136174321174622
150,0.10561875253915787
160,0.32372620701789856
170,0.11170408129692078
180,0.10351400077342987
190,0.18235331773757935
200,0.005568190012127161
210,0.0018565517384558916
220,0.013152963481843472
230,0.08955185115337372
240,0.1106744259595871
250,0.06601583957672119
260,0.021157436072826385
270,0.0016921628266572952
280,0.05244988575577736
290,0.0036581475287675858
300,0.011946180835366249
310,0.04866967722773552
320,0.027156934142112732
330,0.026535002514719963
340,0.0035565090365707874
350,0.0009187704999931157
360,0.009712236002087593
370,0.006402505561709404
380,0.00045484935981221497
390,0.0012185932137072086
400,0.0005475353100337088
410,0.0002072331408271566
420,0.0019718871917575598
430,0.0014500028919428587
440,1.2561434232338797e-05
450,0.0003340548719279468
460,0.00039242039201781154
470,2.3309354446610087e-09
480,9.88491956377402e-05
490,1.5699650248279795e-05
500,1.8908558558905497e-05
510,6.293848855420947e-07
520,7.707648364885245e-06
530,5.181276719667949e-06
540,4.6821355681458954e-07
550,4.6446882606687723e-07
560,3.7886647987761535e-06
570,2.1787218429381028e-06
580,2.013244738918729e-06
590,4.645335138775408e-08
600,1.663130575479954e-07
610,1.0375066494816565e-07
620,2.138256292028018e-07
630,1.9140458107358427e-09
640,1.8081664165947586e-08
650,7.490200459869811e-09
660,5.515090606422746e-10
670,1.9122126104775816e-08
680,3.3768149165780414e-08
690,2.0197745698169456e-09
700,3.5243488127889577e-09
710,1.2116743164369836e-09
720,1.5288605936802924e-09
730,1.269064853204327e-10
740,8.049596544879023e-10
750,1.3648104868480004e-10
760,4.4019543565809727e-10
770,1.5967316358000971e-10
780,3.7756819892820204e-10
790,6.765787929907674e-11
800,1.2789769243681803e-13
810,6.004086117172847e-11
820,3.991829089500243e-11
830,1.3656631381309126e-11
840,1.3656631381309126e-11
850,2.4016344468691386e-12
860,1.2789769243681803e-13
870,2.2737367544323206e-13
880,1.2789769243681803e-13
890,5.115907697472721e-13
900,4.298783551348606e-13
910,1.4210854715202004e-14
920,2.2737367544323206e-13
930,1.4210854715202004e-14
940,1.2789769243681803e-13
950,2.2737367544323206e-13
960,5.684341886080802e-14
970,5.684341886080802e-14
980,8.881784197001252e-14
990,5.684341886080802e-14
1000,5.684341886080802e-14
