epoch, loss
0,0.04179663956165314
10,0.05297834426164627
20,0.059349678456783295
30,0.3882458508014679
40,0.12480191886425018
50,0.05516131967306137
60,0.08940950036048889
70,0.05385848879814148
80,0.2752385139465332
90,0.15946289896965027
100,0.048581719398498535
110,0.22172342240810394
120,0.06671205908060074
130,0.06626929342746735
140,0.1222875714302063
150,0.16049426794052124
160,0.00025148922577500343
170,0.20206040143966675
180,0.19007088243961334
190,0.00017210769874509424
200,0.012205174192786217
210,0.0015479841968044639
220,0.19442148506641388
230,0.02956204116344452
240,0.046259570866823196
250,0.0448821596801281
260,0.11378757655620575
270,0.036364782601594925
280,0.09148667752742767
290,0.018299585208296776
300,0.01524270884692669
310,0.006094140931963921
320,0.007900555618107319
330,0.004538034088909626
340,0.0025589056313037872
350,0.0025640521198511124
360,0.0032529605086892843
370,0.0038401030469685793
380,5.91042116866447e-05
390,0.001038032816722989
400,1.8481272491044365e-05
410,9.75332732195966e-05
420,7.125603588065132e-05
430,5.2389084885362536e-05
440,0.00016845214122440666
450,0.00016826034698169678
460,4.758796785608865e-05
470,4.129547596676275e-05
480,1.2548697441161494e-06
490,4.436968811205588e-05
500,5.599396502020682e-10
510,1.149825857282849e-05
520,5.954645075689768e-06
530,1.924490788951516e-09
540,2.060370434264769e-06
550,1.081562231775024e-06
560,3.575487426132895e-07
570,2.890502059926803e-07
580,2.9543002710852306e-07
590,3.400954540211387e-08
600,1.2185466857772553e-08
610,2.5319252472399967e-07
620,1.0206804290646687e-09
630,1.537262193096467e-07
640,1.0929980476248602e-08
650,8.936481776800065e-09
660,1.7408297026122455e-09
670,2.447464453325665e-11
680,8.338304269273067e-09
690,1.035971308738226e-11
700,3.0332216738315765e-09
710,7.29048821312972e-10
720,4.996003610813204e-10
730,9.904397302307189e-10
740,1.2789769243681803e-11
750,7.993605777301127e-11
760,1.566746732351021e-12
770,1.9122126104775816e-10
780,1.1510792319313623e-12
790,3.552713678800501e-13
800,1.1510792319313623e-12
810,3.552713678800501e-13
820,2.2737367544323206e-11
830,3.637978807091713e-12
840,1.4210854715202004e-12
850,8.185452315956354e-12
860,1.1510792319313623e-12
870,3.637978807091713e-12
880,4.106937012693379e-12
890,7.51754214434186e-12
900,1.3656631381309126e-11
910,1.1141310096718371e-11
920,8.881784197001252e-12
930,2.5067947717616335e-11
940,1.035971308738226e-11
950,1.6427748050773516e-11
960,1.1951328815484885e-11
970,1.4551915228366852e-11
980,1.1141310096718371e-11
990,7.51754214434186e-12
1000,1.7408297026122455e-11
